Date,PubID,Footfall,Revenue,Month
2022-06-21,1799,26,384.3368521,4
2022-06-21,1800,19,453.3540536,4
2022-06-22,442,16,274.6565853,4
2022-06-22,443,13,132.6269981,4
2022-06-22,444,18,524.2419286,4
2022-06-22,892,19,593.7881644,4
2022-06-22,893,24,993.0749614,4
2022-06-22,894,11,228.7833199,4
2022-06-22,1342,40,961.5224841,4
2022-06-22,1343,25,466.6071109,4
2022-06-22,1344,53,896.5831523,4
2022-06-22,1798,18,349.2468741,4
2022-06-22,1799,26,479.7971417,4
2022-06-22,1800,28,607.3073063,4
2022-06-23,442,28,390.5920284,4
2022-06-23,443,31,444.4074008,4
2022-06-23,444,22,617.5569918,4
2022-06-23,892,18,403.6207131,4
2022-06-23,893,20,681.4250358,4
2022-06-23,894,13,339.5842102,4
2022-06-23,1342,57,1410.468644,4
2022-06-23,1343,23,443.803004,4
2022-06-23,1344,70,1120.511955,4
2022-06-23,1798,31,749.485716,4
2022-06-23,1799,31,502.2583863,4
2022-06-23,1800,35,749.3525727,4
2022-06-24,442,26,357.4676161,4
2022-06-24,443,18,247.6060488,4
2022-06-24,444,15,277.8482221,4
2022-06-24,892,20,509.3771018,4
2022-06-24,893,24,617.116321,4
2022-06-24,894,21,567.341596,4
2022-06-24,1342,52,1124.132904,4
2022-06-24,1343,20,413.1051677,4
2022-06-24,1344,67,949.5275592,4
2022-06-24,1798,25,461.8140484,4
2022-06-24,1799,29,449.8488156,4
2022-06-24,1800,35,667.6978088,4
2022-06-25,442,38,781.8741487,4
2022-06-25,443,33,647.0914018,4
2022-06-25,444,33,958.3142454,4
2022-06-25,892,36,1349.606759,4
2022-06-25,893,48,2159.28877,4
2022-06-25,894,30,1135.709126,4
2022-06-25,1342,84,2693.676959,4
2022-06-25,1343,60,1790.122394,4
2022-06-25,1344,110,2717.523572,4
2022-06-25,1798,50,1672.1517,4
2022-06-25,1799,58,1459.356976,4
2022-06-25,1800,54,1919.737522,4
2022-06-26,442,34,930.2439121,4
2022-06-26,443,38,656.7175549,4
2022-06-26,444,29,1020.174793,4
2022-06-26,892,54,1579.554137,4
2022-06-26,893,59,2785.062034,4
2022-06-26,894,40,1630.209396,4
2022-06-26,1342,116,4155.992404,4
2022-06-26,1343,80,2333.035555,4
2022-06-26,1344,133,3128.927652,4
2022-06-26,1798,65,2419.713191,4
2022-06-26,1799,48,902.8172485,4
2022-06-26,1800,58,1867.002153,4
2022-06-27,442,23,368.5090868,4
2022-06-27,443,18,224.6102387,4
2022-06-27,444,15,400.5208334,4
2022-06-27,892,17,326.9715873,4
2022-06-27,893,19,505.8127761,4
2022-06-27,894,20,442.1776272,4
2022-06-27,1342,59,1489.417181,4
2022-06-27,1343,37,761.3063388,4
2022-06-27,1344,55,1005.075789,4
2022-06-27,1798,28,628.2595283,4
2022-06-27,1799,35,534.0784829,4
2022-06-27,1800,28,630.2727087,4
2022-06-28,442,21,318.8224684,4
2022-06-28,443,16,167.9228927,4
2022-06-28,444,12,238.0058356,4
2022-06-28,892,18,514.2283123,4
2022-06-28,893,13,346.2776951,4
2022-06-28,894,9,155.9419938,4
2022-06-28,1342,44,774.167,4
2022-06-28,1343,17,321.011659,4
2022-06-28,1344,44,743.8255194,4
2022-06-28,1798,26,725.432901,4
2022-06-28,1799,24,375.6019237,4
2022-06-28,1800,30,638.7784132,4
2022-06-29,442,21,280.1773207,4
2022-06-29,443,13,174.8751144,4
2022-06-29,444,17,393.1814464,4
2022-06-29,892,14,248.3819773,4
2022-06-29,893,6,166.9553173,4
2022-06-29,894,8,264.6910158,4
2022-06-29,1342,46,1253.749906,4
2022-06-29,1343,23,547.2985662,4
2022-06-29,1344,44,804.5813961,4
2022-06-29,1798,21,434.8748956,4
2022-06-29,1799,18,270.1588587,4
2022-06-29,1800,21,388.7106989,4
2022-06-30,442,25,334.6945826,4
2022-06-30,443,20,234.2363917,4
2022-06-30,444,17,408.9087043,4
2022-06-30,892,16,299.8048085,4
2022-06-30,893,20,544.1506638,4
2022-06-30,894,10,314.9617902,4
2022-06-30,1342,49,919.1023745,4
2022-06-30,1343,18,364.8657108,4
2022-06-30,1344,53,825.4119824,4
2022-06-30,1798,27,687.9105096,4
2022-06-30,1799,24,325.0641233,4
2022-06-30,1800,34,745.0997204,4
2022-07-01,442,18,332.6243068,5
2022-07-01,443,22,268.4627138,5
2022-07-01,444,14,245.3452226,5
2022-07-01,892,21,402.650471,5
2022-07-01,893,24,521.8899548,5
2022-07-01,894,15,403.1921288,5
2022-07-01,1342,55,1392.793598,5
2022-07-01,1343,40,2540.924521,5
2022-07-01,1344,56,1713.251712,5
2022-07-01,1798,32,730.243464,5
2022-07-01,1799,35,678.2048024,5
2022-07-01,1800,36,745.9502908,5
2022-07-02,442,45,1146.242684,5
2022-07-02,443,46,692.0134496,5
2022-07-02,444,34,1022.271761,5
2022-07-02,892,52,1449.541695,5
2022-07-02,893,54,2341.08456,5
2022-07-02,894,36,1508.12323,5
2022-07-02,1342,86,2987.082717,5
2022-07-02,1343,56,1571.729216,5
2022-07-02,1344,130,3137.607063,5
2022-07-02,1798,49,1534.569598,5
2022-07-02,1799,51,915.2957177,5
2022-07-02,1800,61,2137.483559,5
2022-07-03,442,40,792.2255275,5
2022-07-03,443,37,615.5390112,5
2022-07-03,444,30,1073.64747,5
2022-07-03,892,39,1478.648958,5
2022-07-03,893,32,1049.96344,5
2022-07-03,894,20,657.6238029,5
2022-07-03,1342,96,3334.691948,5
2022-07-03,1343,56,1930.455359,5
2022-07-03,1344,115,2812.129152,5
2022-07-03,1798,57,1777.021974,5
2022-07-03,1799,48,1018.243089,5
2022-07-03,1800,57,1915.484669,5
2022-07-04,442,21,284.3178722,5
2022-07-04,443,15,232.6320329,5
2022-07-04,444,15,265.2664159,5
2022-07-04,892,25,550.12727,5
2022-07-04,893,26,796.4386988,5
2022-07-04,894,19,521.1745583,5
2022-07-04,1342,49,1372.76188,5
2022-07-04,1343,24,406.9656005,5
2022-07-04,1344,44,722.126992,5
2022-07-04,1798,36,851.4696517,5
2022-07-04,1799,23,399.9349387,5
2022-07-04,1800,31,647.2841178,5
2022-07-05,442,15,194.6059223,5
2022-07-05,443,10,123.5356313,5
2022-07-05,444,8,160.4180301,5
2022-07-05,892,20,498.7044387,5
2022-07-05,893,20,577.5417273,5
2022-07-05,894,16,523.2264267,5
2022-07-05,1342,39,823.6571279,5
2022-07-05,1343,23,436.7863557,5
2022-07-05,1344,49,769.8637523,5
2022-07-05,1798,28,648.4638929,5
2022-07-05,1799,25,399.3110152,5
2022-07-05,1800,22,380.2049943,5
2022-07-06,442,13,243.6024488,5
2022-07-06,443,10,168.9924653,5
2022-07-06,444,12,332.3693827,5
2022-07-06,892,16,328.9120715,5
2022-07-06,893,21,604.7492604,5
2022-07-06,894,14,232.8870566,5
2022-07-06,1342,34,702.288481,5
2022-07-06,1343,26,395.563547,5
2022-07-06,1344,53,916.5457975,5
2022-07-06,1798,33,741.7888152,5
2022-07-06,1799,36,482.2928356,5
2022-07-06,1800,25,559.6753607,5
2022-07-07,442,22,407.1542345,5
2022-07-07,443,25,345.4719385,5
2022-07-07,444,18,394.2299303,5
2022-07-07,892,14,294.953598,5
2022-07-07,893,15,300.5195711,5
2022-07-07,894,13,327.2730002,5
2022-07-07,1342,53,1190.119741,5
2022-07-07,1343,22,496.4278661,5
2022-07-07,1344,56,788.0905153,5
2022-07-07,1798,38,864.9392281,5
2022-07-07,1799,42,627.667002,5
2022-07-07,1800,29,696.6172043,5
2022-07-08,442,25,354.0171565,5
2022-07-08,443,30,339.5892894,5
2022-07-08,444,25,550.454025,5
2022-07-08,892,21,418.1743445,5
2022-07-08,893,28,742.0236325,5
2022-07-08,894,24,486.2927965,5
2022-07-08,1342,50,976.840857,5
2022-07-08,1343,29,646.4087232,5
2022-07-08,1344,74,1261.986354,5
2022-07-08,1798,26,565.7222093,5
2022-07-08,1799,26,499.138769,5
2022-07-08,1800,30,714.4791839,5
2022-07-09,442,45,1090.345238,5
2022-07-09,443,41,559.9212378,5
2022-07-09,444,27,937.3445683,5
2022-07-09,892,56,1706.655852,5
2022-07-09,893,60,3116.499256,5
2022-07-09,894,51,1860.01865,5
2022-07-09,1342,105,3525.582442,5
2022-07-09,1343,69,2007.63849,5
2022-07-09,1344,135,3194.023234,5
2022-07-09,1798,58,2392.774038,5
2022-07-09,1799,51,1210.411515,5
2022-07-09,1800,51,1778.542826,5
2022-07-10,442,43,939.905199,5
2022-07-10,443,37,716.0788323,5
2022-07-10,444,28,1044.289922,5
2022-07-10,892,44,1485.440653,5
2022-07-10,893,50,1953.995565,5
2022-07-10,894,35,1223.939465,5
2022-07-10,1342,97,3489.054014,5
2022-07-10,1343,62,1976.063573,5
2022-07-10,1344,119,2979.641783,5
2022-07-10,1798,56,1783.756762,5
2022-07-10,1799,55,1076.267971,5
2022-07-10,1800,57,1639.899841,5
2022-07-11,442,19,258.7844711,5
2022-07-11,443,17,173.8055418,5
2022-07-11,444,14,350.1936083,5
2022-07-11,892,21,445.3411233,5
2022-07-11,893,17,490.9723035,5
2022-07-11,894,19,399.0883921,5
2022-07-11,1342,42,1025.152648,5
2022-07-11,1343,23,400.8260332,5
2022-07-11,1344,66,1038.057551,5
2022-07-11,1798,31,790.8565579,5
2022-07-11,1799,30,429.8832648,5
2022-07-11,1800,28,615.8130109,5
2022-07-12,442,14,195.2960142,5
2022-07-12,443,25,287.1802337,5
2022-07-12,444,16,440.36322,5
2022-07-12,892,14,489.0020178,5
2022-07-12,893,16,474.8951248,5
2022-07-12,894,10,266.7428842,5
2022-07-12,1342,38,674.0084079,5
2022-07-12,1343,17,271.895121,5
2022-07-12,1344,41,628.3893536,5
2022-07-12,1798,20,427.1779948,5
2022-07-12,1799,14,221.4928288,5
2022-07-12,1800,21,488.2274423,5
2022-07-13,442,20,285.6980561,5
2022-07-13,443,12,139.5792197,5
2022-07-13,444,18,322.933028,5
2022-07-13,892,11,405.5611973,5
2022-07-13,893,7,195.3995565,5
2022-07-13,894,9,240.0685958,5
2022-07-13,1342,32,723.4985358,5
2022-07-13,1343,17,439.4175988,5
2022-07-13,1344,43,609.2946495,5
2022-07-13,1798,23,651.3502307,5
2022-07-13,1799,29,424.2679537,5
2022-07-13,1800,19,339.3776124,5
2022-07-14,442,14,186.3248192,5
2022-07-14,443,17,187.7099852,5
2022-07-14,444,18,441.4117038,5
2022-07-14,892,15,263.9058509,5
2022-07-14,893,18,458.8179461,5
2022-07-14,894,18,497.5780724,5
2022-07-14,1342,53,1066.394422,5
2022-07-14,1343,17,327.1512263,5
2022-07-14,1344,61,922.6213852,5
2022-07-14,1798,27,499.3364398,5
2022-07-14,1799,25,402.4306325,5
2022-07-14,1800,35,676.2035134,5
2022-07-15,442,19,224.2798749,5
2022-07-15,443,23,301.6194633,5
2022-07-15,444,18,329.2239311,5
2022-07-15,892,15,296.8940822,5
2022-07-15,893,21,584.9619636,5
2022-07-15,894,12,327.2730002,5
2022-07-15,1342,54,1376.296889,5
2022-07-15,1343,31,561.3318627,5
2022-07-15,1344,57,876.6205071,5
2022-07-15,1798,32,832.2273997,5
2022-07-15,1799,30,441.1138871,5
2022-07-15,1800,30,609.8590177,5
2022-07-16,442,34,923.3429929,5
2022-07-16,443,28,537.9950002,5
2022-07-16,444,27,1083.083824,5
2022-07-16,892,37,1467.006053,5
2022-07-16,893,40,1678.210115,5
2022-07-16,894,29,976.6893298,5
2022-07-16,1342,80,2725.492041,5
2022-07-16,1343,59,1821.697311,5
2022-07-16,1344,115,2698.428868,5
2022-07-16,1798,55,1852.066757,5
2022-07-16,1799,58,1435.023961,5
2022-07-16,1800,56,1615.233298,5
2022-07-17,442,43,1019.955862,5
2022-07-17,443,45,905.9279626,5
2022-07-17,444,23,787.4113767,5
2022-07-17,892,35,1133.242771,5
2022-07-17,893,48,2073.956053,5
2022-07-17,894,29,1363.466512,5
2022-07-17,1342,111,4087.648894,5
2022-07-17,1343,62,2034.828002,5
2022-07-17,1344,129,2630.729462,5
2022-07-17,1798,66,2164.753352,5
2022-07-17,1799,61,1378.870849,5
2022-07-17,1800,64,2509.182848,5
2022-07-18,442,25,498.2463683,5
2022-07-18,443,27,275.9497218,5
2022-07-18,444,23,544.1631218,5
2022-07-18,892,26,555.9487226,5
2022-07-18,893,31,904.0321255,5
2022-07-18,894,22,459.6185081,5
2022-07-18,1342,51,1221.934824,5
2022-07-18,1343,30,576.2422403,5
2022-07-18,1344,68,1249.835178,5
2022-07-18,1798,27,550.3284077,5
2022-07-18,1799,28,470.4382898,5
2022-07-18,1800,33,736.5940158,5
2022-07-19,442,15,256.7141953,5
2022-07-19,443,12,159.3663122,5
2022-07-19,444,13,274.7027706,5
2022-07-19,892,14,443.4006391,5
2022-07-19,893,21,513.2330124,5
2022-07-19,894,15,273.9244234,5
2022-07-19,1342,50,1243.144878,5
2022-07-19,1343,21,315.7491728,5
2022-07-19,1344,46,653.5596454,5
2022-07-19,1798,18,467.586724,5
2022-07-19,1799,17,204.6468953,5
2022-07-19,1800,23,381.0555648,5
2022-07-20,442,17,195.9861061,5
2022-07-20,443,19,239.0494683,5
2022-07-20,444,15,335.5148343,5
2022-07-20,892,10,262.9356088,5
2022-07-20,893,13,357.4080496,5
2022-07-20,894,10,263.6650817,5
2022-07-20,1342,32,721.1418631,5
2022-07-20,1343,17,294.6992279,5
2022-07-20,1344,63,1101.417251,5
2022-07-20,1798,22,571.4948849,5
2022-07-20,1799,22,268.9110118,5
2022-07-20,1800,20,449.9517718,5
2022-07-21,442,11,201.5068415,5
2022-07-21,443,13,187.1751989,5
2022-07-21,444,11,270.5088351,5
2022-07-21,892,16,298.8345664,5
2022-07-21,893,20,583.7252575,5
2022-07-21,894,14,290.3393701,5
2022-07-21,1342,39,784.7720274,5
2022-07-21,1343,14,237.6889606,5
2022-07-21,1344,58,1025.038435,5
2022-07-21,1798,15,349.2468741,5
2022-07-21,1799,36,458.583744,5
2022-07-21,1800,30,611.5601586,5
2022-07-22,442,23,438.898463,5
2022-07-22,443,24,285.0410886,5
2022-07-22,444,16,318.7390926,5
2022-07-22,892,19,379.3646606,5
2022-07-22,893,21,628.2466755,5
2022-07-22,894,13,286.2356334,5
2022-07-22,1342,46,1120.597895,5
2022-07-22,1343,28,628.8671025,5
2022-07-22,1344,61,1091.869899,5
2022-07-22,1798,23,534.934606,5
2022-07-22,1799,33,576.5052782,5
2022-07-22,1800,36,647.2841178,5
2022-07-23,442,42,959.9178648,5
2022-07-23,443,39,615.0042249,5
2022-07-23,444,34,1053.726276,5
2022-07-23,892,30,1125.480835,5
2022-07-23,893,45,2080.139583,5
2022-07-23,894,29,1123.397916,5
2022-07-23,1342,81,2572.308312,5
2022-07-23,1343,54,1523.489759,5
2022-07-23,1344,105,2339.101254,5
2022-07-23,1798,45,1431.62355,5
2022-07-23,1799,49,1231.624913,5
2022-07-23,1800,51,1783.646248,5
2022-07-24,442,47,1045.489263,5
2022-07-24,443,45,735.3311385,5
2022-07-24,444,31,1074.695954,5
2022-07-24,892,43,1619.334063,5
2022-07-24,893,44,1956.468978,5
2022-07-24,894,39,1385.011129,5
2022-07-24,1342,85,2644.186831,5
2022-07-24,1343,69,2205.858804,5
2022-07-24,1344,117,2937.112669,5
2022-07-24,1798,43,1048.702735,5
2022-07-24,1799,49,1090.61821,5
2022-07-24,1800,47,1751.324571,5
2022-07-25,442,24,429.927268,5
2022-07-25,443,22,264.7192098,5
2022-07-25,444,20,448.7510908,5
2022-07-25,892,25,487.0615336,5
2022-07-25,893,23,539.2038396,5
2022-07-25,894,18,484.2409282,5
2022-07-25,1342,46,914.389029,5
2022-07-25,1343,29,475.3779213,5
2022-07-25,1344,67,960.8107934,5
2022-07-25,1798,28,774.5006437,5
2022-07-25,1799,31,414.9091017,5
2022-07-25,1800,38,637.0772723,5
2022-07-26,442,13,167.0022453,5
2022-07-26,443,13,166.8533201,5
2022-07-26,444,9,255.8300611,5
2022-07-26,892,24,659.7646271,5
2022-07-26,893,18,565.1746667,5
2022-07-26,894,22,450.3851006,5
2022-07-26,1342,46,961.5224841,5
2022-07-26,1343,27,444.680085,5
2022-07-26,1344,61,934.7725605,5
2022-07-26,1798,25,617.6762897,5
2022-07-26,1799,32,366.2430718,5
2022-07-26,1800,29,568.1810653,5
2022-07-27,442,16,320.8927442,5
2022-07-27,443,16,185.0360537,5
2022-07-27,444,11,243.2482549,5
2022-07-27,892,21,473.4781442,5
2022-07-27,893,26,817.4627018,5
2022-07-27,894,14,193.9015581,5
2022-07-27,1342,39,1113.527877,5
2022-07-27,1343,24,618.34213,5
2022-07-27,1344,48,747.2972838,5
2022-07-27,1798,24,567.6464345,5
2022-07-27,1799,29,371.2344595,5
2022-07-27,1800,30,576.6867699,5
2022-07-28,442,16,253.9538276,5
2022-07-28,443,14,223.0058798,5
2022-07-28,444,17,450.8480586,5
2022-07-28,892,18,388.0968395,5
2022-07-28,893,21,494.6824216,5
2022-07-28,894,16,437.0479564,5
2022-07-28,1342,51,1101.744513,5
2022-07-28,1343,27,565.7172679,5
2022-07-28,1344,43,714.3155221,5
2022-07-28,1798,35,806.2503595,5
2022-07-28,1799,33,547.1808755,5
2022-07-28,1800,23,452.5034831,5
2022-07-29,442,16,260.8547469,5
2022-07-29,443,24,356.1676642,5
2022-07-29,444,16,402.6178011,5
2022-07-29,892,24,511.317586,5
2022-07-29,893,23,652.9807966,5
2022-07-29,894,17,440.1257589,5
2022-07-29,1342,63,1201.903105,5
2022-07-29,1343,23,380.6531694,5
2022-07-29,1344,60,893.1113879,5
2022-07-29,1798,33,643.6533299,5
2022-07-29,1799,30,379.9693879,5
2022-07-29,1800,29,535.0088175,5
2022-07-30,442,33,818.4490206,5
2022-07-30,443,29,516.0687626,5
2022-07-30,444,28,1098.811082,5
2022-07-30,892,35,1132.272529,5
2022-07-30,893,40,1454.36632,5
2022-07-30,894,27,897.6923987,5
2022-07-30,1342,96,3373.577049,5
2022-07-30,1343,57,1911.159576,5
2022-07-30,1344,119,2770.467979,5
2022-07-30,1798,56,1958.861255,5
2022-07-30,1799,59,1402.579941,5
2022-07-30,1800,55,1761.531417,5
2022-07-31,442,44,1093.105606,5
2022-07-31,443,36,626.2347368,5
2022-07-31,444,25,784.2659251,5
2022-07-31,892,37,1318.559012,5
2022-07-31,893,40,1404.898077,5
2022-07-31,894,35,1361.414643,5
2022-07-31,1342,95,3246.31672,5
2022-07-31,1343,56,1393.681765,5
2022-07-31,1344,113,2701.900632,5
2022-07-31,1798,58,2013.701673,5
2022-07-31,1799,47,1256.581851,5
2022-07-31,1800,49,1627.991855,5
2022-08-01,442,15,195.9861061,6
2022-08-01,443,15,206.9622913,6
2022-08-01,444,16,391.0844787,6
2022-08-01,892,19,497.7341966,6
2022-08-01,893,27,805.0956412,6
2022-08-01,894,21,1123.060718,6
2022-08-01,1342,37,986.267548,6
2022-08-01,1343,20,322.7658211,6
2022-08-01,1344,40,1383.309672,6
2022-08-01,1798,21,412.7463057,6
2022-08-01,1799,23,388.0803929,6
2022-08-01,1800,29,969.3826846,6
2022-08-02,442,21,330.5540311,6
2022-08-02,443,11,158.8315259,6
2022-08-02,444,14,297.7694154,6
2022-08-02,892,29,688.8718901,6
2022-08-02,893,21,593.618906,6
2022-08-02,894,16,431.9182855,6
2022-08-02,1342,36,838.9755008,6
2022-08-02,1343,37,849.8915234,6
2022-08-02,1344,56,1050.208726,6
2022-08-02,1798,27,689.8347348,6
2022-08-02,1799,24,346.277521,6
2022-08-02,1800,24,417.6300944,6
2022-08-03,442,14,155.9607746,6
2022-08-03,443,16,288.2498063,6
2022-08-03,444,11,296.7209316,6
2022-08-03,892,14,245.471251,6
2022-08-03,893,20,613.4062028,6
2022-08-03,894,17,555.0303859,6
2022-08-03,1342,45,1147.699632,6
2022-08-03,1343,23,332.4137125,6
2022-08-03,1344,51,775.0713989,6
2022-08-03,1798,19,494.5258768,6
2022-08-03,1799,25,404.9263264,6
2022-08-03,1800,18,367.4464374,6
2022-08-04,442,22,365.7487191,6
2022-08-04,443,27,300.5498908,6
2022-08-04,444,17,362.7754146,6
2022-08-04,892,12,252.2629457,6
2022-08-04,893,24,765.5210475,6
2022-08-04,894,7,195.9534265,6
2022-08-04,1342,57,1026.330985,6
2022-08-04,1343,21,367.4969539,6
2022-08-04,1344,49,883.5640359,6
2022-08-04,1798,27,609.9793889,6
2022-08-04,1799,27,388.7043164,6
2022-08-04,1800,33,705.1229089,6
2022-08-05,442,23,361.6081676,6
2022-08-05,443,26,325.1500598,6
2022-08-05,444,18,397.3753818,6
2022-08-05,892,22,459.8947548,6
2022-08-05,893,26,707.3958629,6
2022-08-05,894,17,473.9815865,6
2022-08-05,1342,66,1443.462062,6
2022-08-05,1343,26,576.2422403,6
2022-08-05,1344,61,999.8681428,6
2022-08-05,1798,34,857.2423273,6
2022-08-05,1799,34,575.8813548,6
2022-08-05,1800,31,523.1008311,6
2022-08-06,442,41,935.0745556,6
2022-08-06,443,43,783.9966902,6
2022-08-06,444,34,1017.029341,6
2022-08-06,892,44,1692.10222,6
2022-08-06,893,50,1925.551326,6
2022-08-06,894,33,976.6893298,6
2022-08-06,1342,93,2996.509408,6
2022-08-06,1343,50,1440.16706,6
2022-08-06,1344,117,2647.220343,6
2022-08-06,1798,41,1502.819882,6
2022-08-06,1799,51,1234.74453,6
2022-08-06,1800,49,1687.531787,6
2022-08-07,442,35,861.9248117,6
2022-08-07,443,26,390.9287725,6
2022-08-07,444,28,971.9445355,6
2022-08-07,892,36,990.6171828,6
2022-08-07,893,41,1552.066098,6
2022-08-07,894,32,992.0783423,6
2022-08-07,1342,89,3560.932533,6
2022-08-07,1343,51,1460.339924,6
2022-08-07,1344,105,2541.33153,6
2022-08-07,1798,54,1921.338864,6
2022-08-07,1799,43,985.1751454,6
2022-08-07,1800,66,2329.712482,6
2022-08-08,442,20,285.0079642,6
2022-08-08,443,25,331.0327089,6
2022-08-08,444,7,186.6301266,6
2022-08-08,892,28,660.7348692,6
2022-08-08,893,23,808.8057594,6
2022-08-08,894,20,585.808411,6
2022-08-08,1342,50,1224.291496,6
2022-08-08,1343,25,546.4214851,6
2022-08-08,1344,55,1003.339907,6
2022-08-08,1798,37,807.2124721,6
2022-08-08,1799,30,443.609581,6
2022-08-08,1800,37,649.8358292,6
2022-08-09,442,21,279.4872288,6
2022-08-09,443,18,208.0318639,6
2022-08-09,444,13,301.9633508,6
2022-08-09,892,20,531.6926701,6
2022-08-09,893,20,586.1986696,6
2022-08-09,894,20,446.2813639,6
2022-08-09,1342,41,895.5356469,6
2022-08-09,1343,26,517.477811,6
2022-08-09,1344,53,970.3581455,6
2022-08-09,1798,22,484.9047508,6
2022-08-09,1799,23,473.5579071,6
2022-08-09,1800,20,381.0555648,6
2022-08-10,442,22,409.9146022,6
2022-08-10,443,17,251.3495528,6
2022-08-10,444,17,448.7510908,6
2022-08-10,892,12,274.5785139,6
2022-08-10,893,23,806.3323473,6
2022-08-10,894,17,468.8519157,6
2022-08-10,1342,44,1023.974312,6
2022-08-10,1343,31,685.0002887,6
2022-08-10,1344,66,1079.718724,6
2022-08-10,1798,23,565.7222093,6
2022-08-10,1799,17,237.0909153,6
2022-08-10,1800,25,484.8251605,6
2022-08-11,442,22,289.1485157,6
2022-08-11,443,17,169.5272516,6
2022-08-11,444,14,336.5633181,6
2022-08-11,892,16,422.0553129,6
2022-08-11,893,16,421.7167644,6
2022-08-11,894,14,288.2875018,6
2022-08-11,1342,49,1042.827694,6
2022-08-11,1343,31,617.465049,6
2022-08-11,1344,61,1072.775195,6
2022-08-11,1798,27,592.6613621,6
2022-08-11,1799,24,358.7559902,6
2022-08-11,1800,22,404.8715376,6
2022-08-12,442,20,285.0079642,6
2022-08-12,443,30,377.5591155,6
2022-08-12,444,20,357.5329953,6
2022-08-12,892,25,534.6033964,6
2022-08-12,893,29,821.1728199,6
2022-08-12,894,20,464.748179,6
2022-08-12,1342,50,838.9755008,6
2022-08-12,1343,38,817.4395251,6
2022-08-12,1344,60,916.5457975,6
2022-08-12,1798,38,875.5224667,6
2022-08-12,1799,37,611.4449921,6
2022-08-12,1800,36,790.1799546,6
2022-08-13,442,42,1006.154024,6
2022-08-13,443,38,599.4954227,6
2022-08-13,444,32,1062.114147,6
2022-08-13,892,43,1463.125085,6
2022-08-13,893,50,2139.501474,6
2022-08-13,894,35,1499.915756,6
2022-08-13,1342,105,3636.346061,6
2022-08-13,1343,51,1402.452576,6
2022-08-13,1344,131,2888.507968,6
2022-08-13,1798,58,1874.195346,6
2022-08-13,1799,58,1369.511998,6
2022-08-13,1800,57,1774.289973,6
2022-08-14,442,43,975.0998871,6
2022-08-14,443,37,658.3219138,6
2022-08-14,444,18,457.1389617,6
2022-08-14,892,42,1307.886349,6
2022-08-14,893,44,2216.177249,6
2022-08-14,894,38,1295.754857,6
2022-08-14,1342,83,2783.230524,6
2022-08-14,1343,66,1987.465627,6
2022-08-14,1344,113,2875.488852,6
2022-08-14,1798,45,1371.972569,6
2022-08-14,1799,50,973.3205996,6
2022-08-14,1800,49,1817.669067,6
2022-08-15,442,17,276.0367692,6
2022-08-15,443,20,195.7317794,6
2022-08-15,444,19,537.8722187,6
2022-08-15,892,22,441.4601549,6
2022-08-15,893,23,489.7355974,6
2022-08-15,894,21,427.8145489,6
2022-08-15,1342,52,1172.444696,6
2022-08-15,1343,34,705.1731526,6
2022-08-15,1344,49,739.4858139,6
2022-08-15,1798,30,922.6659842,6
2022-08-15,1799,23,345.0296741,6
2022-08-15,1800,30,590.2958972,6
2022-08-16,442,20,244.9826326,6
2022-08-16,443,18,224.0754524,6
2022-08-16,444,14,254.7815773,6
2022-08-16,892,18,552.0677542,6
2022-08-16,893,22,589.9087878,6
2022-08-16,894,14,306.7543168,6
2022-08-16,1342,40,864.8989011,6
2022-08-16,1343,28,520.1090541,6
2022-08-16,1344,35,438.3102536,6
2022-08-16,1798,20,554.1768581,6
2022-08-16,1799,26,438.6181933,6
2022-08-16,1800,28,595.3993199,6
2022-08-17,442,23,401.6334991,6
2022-08-17,443,19,241.1886134,6
2022-08-17,444,18,466.5753164,6
2022-08-17,892,17,385.1861132,6
2022-08-17,893,19,479.841949,6
2022-08-17,894,8,236.9907933,6
2022-08-17,1342,38,907.3190107,6
2022-08-17,1343,28,619.2192111,6
2022-08-17,1344,52,644.8802344,6
2022-08-17,1798,18,510.881791,6
2022-08-17,1799,25,514.7368556,6
2022-08-17,1800,20,504.388281,6
2022-08-18,442,27,398.1830395,6
2022-08-18,443,27,282.9019434,6
2022-08-18,444,21,575.6176376,6
2022-08-18,892,21,456.9840285,6
2022-08-18,893,22,649.2706784,6
2022-08-18,894,16,360.1028936,6
2022-08-18,1342,58,1243.144878,6
2022-08-18,1343,35,604.3088335,6
2022-08-18,1344,53,1196.890772,6
2022-08-18,1798,31,757.1826168,6
2022-08-18,1799,23,392.4478571,6
2022-08-18,1800,30,609.8590177,6
2022-08-19,442,30,434.0678195,6
2022-08-19,443,22,287.1802337,6
2022-08-19,444,20,396.326898,6
2022-08-19,892,20,473.4781442,6
2022-08-19,893,33,964.6307222,6
2022-08-19,894,14,410.373668,6
2022-08-19,1342,47,983.9108752,6
2022-08-19,1343,26,380.6531694,6
2022-08-19,1344,68,1083.190488,6
2022-08-19,1798,30,866.8634533,6
2022-08-19,1799,24,342.5339802,6
2022-08-19,1800,32,882.041564,6
2022-08-20,442,46,1246.306013,6
2022-08-20,443,49,889.3495878,6
2022-08-20,444,33,1090.423211,6
2022-08-20,892,44,1376.773538,6
2022-08-20,893,47,1631.215285,6
2022-08-20,894,36,1476.319271,6
2022-08-20,1342,99,3532.65246,6
2022-08-20,1343,67,1971.678168,6
2022-08-20,1344,127,2886.772086,6
