Date,RestaurantID,Footfall,Revenue,Month
2022-06-06,446,41,170.97,4
2022-06-06,447,73,428.51,4
2022-06-06,448,76,309.32,4
2022-06-06,449,85,434.35,4
2022-06-06,895,52,230.88,4
2022-06-06,896,54,316.44,4
2022-06-06,897,50,288,4
2022-06-06,898,37,156.14,4
2022-06-06,899,72,406.8,4
2022-06-06,1345,47,220.9,4
2022-06-06,1346,16,93.6,4
2022-06-06,1347,25,110.25,4
2022-06-06,1348,16,67.68,4
2022-06-06,1349,14,66.78,4
2022-06-06,1801,112,617.12,4
2022-06-06,1802,32,162.56,4
2022-06-06,1803,22,95.7,4
2022-06-06,1804,27,159.84,4
2022-06-06,1805,91,508.69,4
2022-06-07,445,21,108.15,4
2022-06-07,446,40,166.8,4
2022-06-07,447,76,446.12,4
2022-06-07,448,81,329.67,4
2022-06-07,449,92,470.12,4
2022-06-07,895,60,266.4,4
2022-06-07,896,50,293,4
2022-06-07,897,48,276.48,4
2022-06-07,898,38,160.36,4
2022-06-07,899,59,333.35,4
2022-06-07,1345,41,192.7,4
2022-06-07,1346,14,81.9,4
2022-06-07,1347,28,123.48,4
2022-06-07,1348,20,84.6,4
2022-06-07,1349,14,66.78,4
2022-06-07,1801,119,655.69,4
2022-06-07,1802,43,218.44,4
2022-06-07,1803,24,104.4,4
2022-06-07,1804,22,130.24,4
2022-06-07,1805,83,463.97,4
2022-06-08,445,18,92.7,4
2022-06-08,446,48,200.16,4
2022-06-08,447,76,446.12,4
2022-06-08,448,83,337.81,4
2022-06-08,449,81,413.91,4
2022-06-08,895,53,235.32,4
2022-06-08,896,51,298.86,4
2022-06-08,897,54,311.04,4
2022-06-08,898,34,143.48,4
2022-06-08,899,67,378.55,4
2022-06-08,1345,41,192.7,4
2022-06-08,1346,17,99.45,4
2022-06-08,1347,24,105.84,4
2022-06-08,1348,19,80.37,4
2022-06-08,1349,12,57.24,4
2022-06-08,1801,114,628.14,4
2022-06-08,1802,35,177.8,4
2022-06-08,1803,24,104.4,4
2022-06-08,1804,23,136.16,4
2022-06-08,1805,85,475.15,4
2022-06-09,445,19,97.85,4
2022-06-09,446,37,154.29,4
2022-06-09,447,74,434.38,4
2022-06-09,448,74,301.18,4
2022-06-09,449,92,470.12,4
2022-06-09,895,56,248.64,4
2022-06-09,896,45,263.7,4
2022-06-09,897,51,293.76,4
2022-06-09,898,33,139.26,4
2022-06-09,899,71,401.15,4
2022-06-09,1345,44,206.8,4
2022-06-09,1346,16,93.6,4
2022-06-09,1347,27,119.07,4
2022-06-09,1348,12,50.76,4
2022-06-09,1349,13,62.01,4
2022-06-09,1801,120,661.2,4
2022-06-09,1802,34,172.72,4
2022-06-09,1803,23,100.05,4
2022-06-09,1804,25,148,4
2022-06-09,1805,86,480.74,4
2022-06-10,445,20,103,4
2022-06-10,446,42,175.14,4
2022-06-10,447,71,416.77,4
2022-06-10,448,86,350.02,4
2022-06-10,449,91,465.01,4
2022-06-10,895,51,226.44,4
2022-06-10,896,53,310.58,4
2022-06-10,897,47,270.72,4
2022-06-10,898,37,156.14,4
2022-06-10,899,66,372.9,4
2022-06-10,1345,43,202.1,4
2022-06-10,1346,15,87.75,4
2022-06-10,1347,26,114.66,4
2022-06-10,1348,19,80.37,4
2022-06-10,1349,13,62.01,4
2022-06-10,1801,117,644.67,4
2022-06-10,1802,37,187.96,4
2022-06-10,1803,21,91.35,4
2022-06-10,1804,19,112.48,4
2022-06-10,1805,85,475.15,4
2022-06-11,445,21,108.15,4
2022-06-11,446,33,137.61,4
2022-06-11,447,76,446.12,4
2022-06-11,448,78,317.46,4
2022-06-11,449,120,613.2,4
2022-06-11,895,106,470.64,4
2022-06-11,896,36,210.96,4
2022-06-11,897,101,581.76,4
2022-06-11,898,11,46.42,4
2022-06-11,899,60,339,4
2022-06-11,1345,95,446.5,4
2022-06-11,1346,8,46.8,4
2022-06-11,1347,5,22.05,4
2022-06-11,1348,36,152.28,4
2022-06-11,1349,7,33.39,4
2022-06-11,1801,76,418.76,4
2022-06-11,1802,32,162.56,4
2022-06-11,1803,28,121.8,4
2022-06-11,1804,65,384.8,4
2022-06-11,1805,76,424.84,4
2022-06-12,445,21,108.15,4
2022-06-12,446,28,116.76,4
2022-06-12,447,98,575.26,4
2022-06-12,448,48,195.36,4
2022-06-12,449,118,602.98,4
2022-06-12,895,99,439.56,4
2022-06-12,896,32,187.52,4
2022-06-12,897,97,558.72,4
2022-06-12,898,11,46.42,4
2022-06-12,899,50,282.5,4
2022-06-12,1345,106,498.2,4
2022-06-12,1346,11,64.35,4
2022-06-12,1347,11,48.51,4
2022-06-12,1348,33,139.59,4
2022-06-12,1349,6,28.62,4
2022-06-12,1801,79,435.29,4
2022-06-12,1802,30,152.4,4
2022-06-12,1803,30,130.5,4
2022-06-12,1804,68,402.56,4
2022-06-12,1805,95,531.05,4
2022-06-13,445,16,82.4,4
2022-06-13,446,46,191.82,4
2022-06-13,447,75,440.25,4
2022-06-13,448,74,301.18,4
2022-06-13,449,89,454.79,4
2022-06-13,895,54,239.76,4
2022-06-13,896,56,328.16,4
2022-06-13,897,53,305.28,4
2022-06-13,898,35,147.7,4
2022-06-13,899,66,372.9,4
2022-06-13,1345,45,211.5,4
2022-06-13,1346,17,99.45,4
2022-06-13,1347,26,114.66,4
2022-06-13,1348,14,59.22,4
2022-06-13,1349,15,71.55,4
2022-06-13,1801,117,644.67,4
2022-06-13,1802,32,162.56,4
2022-06-13,1803,24,104.4,4
2022-06-13,1804,30,177.6,4
2022-06-13,1805,91,508.69,4
2022-06-14,445,20,103,4
2022-06-14,446,42,175.14,4
2022-06-14,447,79,463.73,4
2022-06-14,448,67,272.69,4
2022-06-14,449,88,449.68,4
2022-06-14,895,55,244.2,4
2022-06-14,896,50,293,4
2022-06-14,897,51,293.76,4
2022-06-14,898,37,156.14,4
2022-06-14,899,67,378.55,4
2022-06-14,1345,46,216.2,4
2022-06-14,1346,21,122.85,4
2022-06-14,1347,24,105.84,4
2022-06-14,1348,16,67.68,4
2022-06-14,1349,13,62.01,4
2022-06-14,1801,122,672.22,4
2022-06-14,1802,40,203.2,4
2022-06-14,1803,20,87,4
2022-06-14,1804,12,71.04,4
2022-06-14,1805,86,480.74,4
2022-06-15,445,19,97.85,4
2022-06-15,446,44,183.48,4
2022-06-15,447,74,434.38,4
2022-06-15,448,82,333.74,4
2022-06-15,449,86,439.46,4
2022-06-15,895,50,222,4
2022-06-15,896,56,328.16,4
2022-06-15,897,56,322.56,4
2022-06-15,898,38,160.36,4
2022-06-15,899,70,395.5,4
2022-06-15,1345,44,206.8,4
2022-06-15,1346,15,87.75,4
2022-06-15,1347,26,114.66,4
2022-06-15,1348,22,93.06,4
2022-06-15,1349,13,62.01,4
2022-06-15,1801,112,617.12,4
2022-06-15,1802,35,177.8,4
2022-06-15,1803,22,95.7,4
2022-06-15,1804,24,142.08,4
2022-06-15,1805,83,463.97,4
2022-06-16,445,18,92.7,4
2022-06-16,446,41,170.97,4
2022-06-16,447,76,446.12,4
2022-06-16,448,87,354.09,4
2022-06-16,449,86,439.46,4
2022-06-16,895,53,235.32,4
2022-06-16,896,53,310.58,4
2022-06-16,897,49,282.24,4
2022-06-16,898,31,130.82,4
2022-06-16,899,69,389.85,4
2022-06-16,1345,43,202.1,4
2022-06-16,1346,13,76.05,4
2022-06-16,1347,27,119.07,4
2022-06-16,1348,14,59.22,4
2022-06-16,1349,13,62.01,4
2022-06-16,1801,125,688.75,4
2022-06-16,1802,39,198.12,4
2022-06-16,1803,26,113.1,4
2022-06-16,1804,19,112.48,4
2022-06-16,1805,88,491.92,4
2022-06-17,445,16,82.4,4
2022-06-17,446,41,170.97,4
2022-06-17,447,71,416.77,4
2022-06-17,448,80,325.6,4
2022-06-17,449,84,429.24,4
2022-06-17,895,58,257.52,4
2022-06-17,896,52,304.72,4
2022-06-17,897,48,276.48,4
2022-06-17,898,38,160.36,4
2022-06-17,899,73,412.45,4
2022-06-17,1345,41,192.7,4
2022-06-17,1346,14,81.9,4
2022-06-17,1347,26,114.66,4
2022-06-17,1348,13,54.99,4
2022-06-17,1349,11,52.47,4
2022-06-17,1801,118,650.18,4
2022-06-17,1802,38,193.04,4
2022-06-17,1803,25,108.75,4
2022-06-17,1804,19,112.48,4
2022-06-17,1805,86,480.74,4
2022-06-18,445,16,82.4,4
2022-06-18,446,34,141.78,4
2022-06-18,447,74,434.38,4
2022-06-18,448,50,203.5,4
2022-06-18,449,110,562.1,4
2022-06-18,895,104,461.76,4
2022-06-18,896,29,169.94,4
2022-06-18,897,109,627.84,4
2022-06-18,898,10,42.2,4
2022-06-18,899,54,305.1,4
2022-06-18,1345,93,437.1,4
2022-06-18,1346,8,46.8,4
2022-06-18,1347,6,26.46,4
2022-06-18,1348,34,143.82,4
2022-06-18,1349,6,28.62,4
2022-06-18,1801,64,352.64,4
2022-06-18,1802,28,142.24,4
2022-06-18,1803,27,117.45,4
2022-06-18,1804,70,414.4,4
2022-06-18,1805,84,469.56,4
2022-06-19,445,18,92.7,4
2022-06-19,446,37,154.29,4
2022-06-19,447,79,463.73,4
2022-06-19,448,75,305.25,4
2022-06-19,449,100,511,4
2022-06-19,895,82,364.08,4
2022-06-19,896,41,240.26,4
2022-06-19,897,119,685.44,4
2022-06-19,898,9,37.98,4
2022-06-19,899,55,310.75,4
2022-06-19,1345,94,441.8,4
2022-06-19,1346,9,52.65,4
2022-06-19,1347,8,35.28,4
2022-06-19,1348,28,118.44,4
2022-06-19,1349,5,23.85,4
2022-06-19,1801,83,457.33,4
2022-06-19,1802,30,152.4,4
2022-06-19,1803,35,152.25,4
2022-06-19,1804,61,361.12,4
2022-06-19,1805,74,413.66,4
2022-06-20,445,21,108.15,4
2022-06-20,446,41,170.97,4
2022-06-20,447,74,434.38,4
2022-06-20,448,75,305.25,4
2022-06-20,449,93,475.23,4
2022-06-20,895,51,226.44,4
2022-06-20,896,52,304.72,4
2022-06-20,897,54,311.04,4
2022-06-20,898,37,156.14,4
2022-06-20,899,72,406.8,4
2022-06-20,1345,41,192.7,4
2022-06-20,1346,16,93.6,4
2022-06-20,1347,26,114.66,4
2022-06-20,1348,16,67.68,4
2022-06-20,1349,14,66.78,4
2022-06-20,1801,118,650.18,4
2022-06-20,1802,37,187.96,4
2022-06-20,1803,23,100.05,4
2022-06-20,1804,20,118.4,4
2022-06-20,1805,91,508.69,4
2022-06-21,445,19,97.85,4
2022-06-21,446,41,170.97,4
2022-06-21,447,71,416.77,4
2022-06-21,448,81,329.67,4
2022-06-21,449,95,485.45,4
2022-06-21,895,54,239.76,4
2022-06-21,896,51,298.86,4
2022-06-21,897,56,322.56,4
2022-06-21,898,35,147.7,4
2022-06-21,899,72,406.8,4
2022-06-21,1345,45,211.5,4
2022-06-21,1346,15,87.75,4
2022-06-21,1347,26,114.66,4
2022-06-21,1348,19,80.37,4
2022-06-21,1349,14,66.78,4
2022-06-21,1801,113,622.63,4
2022-06-21,1802,38,193.04,4
2022-06-21,1803,25,108.75,4
2022-06-21,1804,19,112.48,4
2022-06-21,1805,79,441.61,4
2022-06-22,445,19,97.85,4
2022-06-22,446,42,175.14,4
2022-06-22,447,78,457.86,4
2022-06-22,448,77,313.39,4
2022-06-22,449,85,434.35,4
2022-06-22,895,55,244.2,4
2022-06-22,896,44,257.84,4
2022-06-22,897,52,299.52,4
2022-06-22,898,36,151.92,4
2022-06-22,899,69,389.85,4
2022-06-22,1345,46,216.2,4
2022-06-22,1346,13,76.05,4
2022-06-22,1347,24,105.84,4
2022-06-22,1348,25,105.75,4
2022-06-22,1349,14,66.78,4
2022-06-22,1801,106,584.06,4
2022-06-22,1802,37,187.96,4
2022-06-22,1803,27,117.45,4
2022-06-22,1804,21,124.32,4
2022-06-22,1805,90,503.1,4
2022-06-23,445,20,103,4
2022-06-23,446,42,175.14,4
2022-06-23,447,83,487.21,4
2022-06-23,448,76,309.32,4
2022-06-23,449,81,413.91,4
2022-06-23,895,57,253.08,4
2022-06-23,896,50,293,4
2022-06-23,897,57,328.32,4
2022-06-23,898,34,143.48,4
2022-06-23,899,74,418.1,4
2022-06-23,1345,44,206.8,4
2022-06-23,1346,14,81.9,4
2022-06-23,1347,26,114.66,4
2022-06-23,1348,15,63.45,4
2022-06-23,1349,13,62.01,4
2022-06-23,1801,125,688.75,4
2022-06-23,1802,39,198.12,4
2022-06-23,1803,20,87,4
2022-06-23,1804,24,142.08,4
2022-06-23,1805,81,452.79,4
2022-06-24,445,18,92.7,4
2022-06-24,446,42,175.14,4
2022-06-24,447,67,393.29,4
2022-06-24,448,73,297.11,4
2022-06-24,449,91,465.01,4
2022-06-24,895,53,235.32,4
2022-06-24,896,51,298.86,4
2022-06-24,897,63,362.88,4
2022-06-24,898,36,151.92,4
2022-06-24,899,70,395.5,4
2022-06-24,1345,40,188,4
2022-06-24,1346,14,81.9,4
2022-06-24,1347,27,119.07,4
2022-06-24,1348,20,84.6,4
2022-06-24,1349,13,62.01,4
2022-06-24,1801,115,633.65,4
2022-06-24,1802,40,203.2,4
2022-06-24,1803,20,87,4
2022-06-24,1804,20,118.4,4
2022-06-24,1805,80,447.2,4
2022-06-25,445,22,113.3,4
2022-06-25,446,33,137.61,4
2022-06-25,447,86,504.82,4
2022-06-25,448,59,240.13,4
2022-06-25,449,106,541.66,4
2022-06-25,895,90,399.6,4
2022-06-25,896,37,216.82,4
2022-06-25,897,112,645.12,4
2022-06-25,898,12,50.64,4
2022-06-25,899,50,282.5,4
2022-06-25,1345,94,441.8,4
2022-06-25,1346,10,58.5,4
2022-06-25,1347,6,26.46,4
2022-06-25,1348,32,135.36,4
2022-06-25,1349,6,28.62,4
2022-06-25,1801,77,424.27,4
2022-06-25,1802,32,162.56,4
2022-06-25,1803,39,169.65,4
2022-06-25,1804,65,384.8,4
2022-06-25,1805,78,436.02,4
2022-06-26,445,11,56.65,4
2022-06-26,446,40,166.8,4
2022-06-26,447,88,516.56,4
2022-06-26,448,56,227.92,4
2022-06-26,449,104,531.44,4
2022-06-26,895,100,444,4
2022-06-26,896,24,140.64,4
2022-06-26,897,119,685.44,4
2022-06-26,898,14,59.08,4
2022-06-26,899,58,327.7,4
2022-06-26,1345,106,498.2,4
2022-06-26,1346,15,87.75,4
2022-06-26,1347,8,35.28,4
2022-06-26,1348,28,118.44,4
2022-06-26,1349,2,9.54,4
2022-06-26,1801,79,435.29,4
2022-06-26,1802,31,157.48,4
2022-06-26,1803,35,152.25,4
2022-06-26,1804,76,449.92,4
2022-06-26,1805,84,469.56,4
2022-06-27,445,19,97.85,4
2022-06-27,446,40,166.8,4
2022-06-27,447,82,481.34,4
2022-06-27,448,78,317.46,4
2022-06-27,449,87,444.57,4
2022-06-27,895,59,261.96,4
2022-06-27,896,53,310.58,4
2022-06-27,897,47,270.72,4
2022-06-27,898,34,143.48,4
2022-06-27,899,64,361.6,4
2022-06-27,1345,42,197.4,4
2022-06-27,1346,15,87.75,4
2022-06-27,1347,28,123.48,4
2022-06-27,1348,14,59.22,4
2022-06-27,1349,12,57.24,4
2022-06-27,1801,122,672.22,4
2022-06-27,1802,33,167.64,4
2022-06-27,1803,20,87,4
2022-06-27,1804,18,106.56,4
2022-06-27,1805,95,531.05,4
2022-06-28,445,20,103,4
2022-06-28,446,38,158.46,4
2022-06-28,447,72,422.64,4
2022-06-28,448,69,280.83,4
2022-06-28,449,79,403.69,4
2022-06-28,895,49,217.56,4
2022-06-28,896,53,310.58,4
2022-06-28,897,51,293.76,4
2022-06-28,898,36,151.92,4
2022-06-28,899,76,429.4,4
2022-06-28,1345,41,192.7,4
2022-06-28,1346,19,111.15,4
2022-06-28,1347,28,123.48,4
2022-06-28,1348,17,71.91,4
2022-06-28,1349,16,76.32,4
2022-06-28,1801,123,677.73,4
2022-06-28,1802,42,213.36,4
2022-06-28,1803,23,100.05,4
2022-06-28,1804,17,100.64,4
2022-06-28,1805,86,480.74,4
2022-06-29,445,20,103,4
2022-06-29,446,39,162.63,4
2022-06-29,447,72,422.64,4
2022-06-29,448,78,317.46,4
2022-06-29,449,82,419.02,4
2022-06-29,895,52,230.88,4
2022-06-29,896,55,322.3,4
2022-06-29,897,52,299.52,4
2022-06-29,898,35,147.7,4
2022-06-29,899,65,367.25,4
2022-06-29,1345,45,211.5,4
2022-06-29,1346,16,93.6,4
2022-06-29,1347,28,123.48,4
2022-06-29,1348,16,67.68,4
2022-06-29,1349,12,57.24,4
2022-06-29,1801,122,672.22,4
2022-06-29,1802,37,187.96,4
2022-06-29,1803,27,117.45,4
2022-06-29,1804,27,159.84,4
2022-06-29,1805,92,514.28,4
2022-06-30,445,20,103,4
2022-06-30,446,43,179.31,4
2022-06-30,447,73,428.51,4
2022-06-30,448,82,333.74,4
2022-06-30,449,95,485.45,4
2022-06-30,895,53,235.32,4
2022-06-30,896,49,287.14,4
2022-06-30,897,49,282.24,4
2022-06-30,898,34,143.48,4
2022-06-30,899,66,372.9,4
2022-06-30,1345,42,197.4,4
2022-06-30,1346,14,81.9,4
2022-06-30,1347,27,119.07,4
2022-06-30,1348,13,54.99,4
2022-06-30,1349,14,66.78,4
2022-06-30,1801,124,683.24,4
2022-06-30,1802,42,213.36,4
2022-06-30,1803,27,117.45,4
2022-06-30,1804,16,94.72,4
2022-06-30,1805,88,491.92,4
2022-07-01,445,20,103,5
2022-07-01,446,40,166.8,5
2022-07-01,447,70,410.9,5
2022-07-01,448,82,333.74,5
2022-07-01,449,83,424.13,5
2022-07-01,895,57,253.08,5
2022-07-01,896,52,304.72,5
2022-07-01,897,53,305.28,5
2022-07-01,898,37,156.14,5
2022-07-01,899,67,378.55,5
2022-07-01,1345,38,178.6,5
2022-07-01,1346,15,87.75,5
2022-07-01,1347,28,123.48,5
2022-07-01,1348,17,71.91,5
2022-07-01,1349,16,76.32,5
2022-07-01,1801,115,633.65,5
2022-07-01,1802,39,198.12,5
2022-07-01,1803,22,95.7,5
2022-07-01,1804,17,100.64,5
2022-07-01,1805,87,486.33,5
2022-07-02,445,16,82.4,5
2022-07-02,446,34,141.78,5
2022-07-02,447,77,451.99,5
2022-07-02,448,56,227.92,5
2022-07-02,449,101,516.11,5
2022-07-02,895,90,399.6,5
2022-07-02,896,37,216.82,5
2022-07-02,897,101,581.76,5
2022-07-02,898,10,42.2,5
2022-07-02,899,55,310.75,5
2022-07-02,1345,83,390.1,5
2022-07-02,1346,11,64.35,5
2022-07-02,1347,5,22.05,5
2022-07-02,1348,35,148.05,5
2022-07-02,1349,7,33.39,5
2022-07-02,1801,70,385.7,5
2022-07-02,1802,32,162.56,5
2022-07-02,1803,29,126.15,5
2022-07-02,1804,64,378.88,5
2022-07-02,1805,90,503.1,5
2022-07-03,445,23,118.45,5
2022-07-03,446,37,154.29,5
2022-07-03,447,84,493.08,5
2022-07-03,448,56,227.92,5
2022-07-03,449,110,562.1,5
2022-07-03,895,77,341.88,5
2022-07-03,896,36,210.96,5
2022-07-03,897,112,645.12,5
2022-07-03,898,9,37.98,5
2022-07-03,899,50,282.5,5
2022-07-03,1345,101,474.7,5
2022-07-03,1346,18,105.3,5
2022-07-03,1347,10,44.1,5
2022-07-03,1348,31,131.13,5
2022-07-03,1349,7,33.39,5
2022-07-03,1801,83,457.33,5
2022-07-03,1802,26,132.08,5
2022-07-03,1803,32,139.2,5
2022-07-03,1804,67,396.64,5
2022-07-03,1805,80,447.2,5
2022-07-04,445,20,103,5
2022-07-04,446,36,150.12,5
2022-07-04,447,76,446.12,5
2022-07-04,448,75,305.25,5
2022-07-04,449,95,485.45,5
2022-07-04,895,51,226.44,5
2022-07-04,896,52,304.72,5
2022-07-04,897,46,264.96,5
2022-07-04,898,37,156.14,5
2022-07-04,899,67,378.55,5
2022-07-04,1345,42,197.4,5
2022-07-04,1346,15,87.75,5
2022-07-04,1347,27,119.07,5
2022-07-04,1348,14,59.22,5
2022-07-04,1349,16,76.32,5
2022-07-04,1801,117,644.67,5
2022-07-04,1802,31,157.48,5
2022-07-04,1803,17,73.95,5
2022-07-04,1804,19,112.48,5
2022-07-04,1805,92,514.28,5
2022-07-05,445,21,108.15,5
2022-07-05,446,39,162.63,5
2022-07-05,447,74,434.38,5
2022-07-05,448,73,297.11,5
2022-07-05,449,93,475.23,5
2022-07-05,895,65,288.6,5
2022-07-05,896,53,310.58,5
2022-07-05,897,49,282.24,5
2022-07-05,898,37,156.14,5
2022-07-05,899,70,395.5,5
2022-07-05,1345,49,230.3,5
2022-07-05,1346,18,105.3,5
2022-07-05,1347,26,114.66,5
2022-07-05,1348,19,80.37,5
2022-07-05,1349,13,62.01,5
2022-07-05,1801,119,655.69,5
2022-07-05,1802,40,203.2,5
2022-07-05,1803,22,95.7,5
2022-07-05,1804,24,142.08,5
2022-07-05,1805,88,491.92,5
2022-07-06,445,21,108.15,5
2022-07-06,446,41,170.97,5
2022-07-06,447,72,422.64,5
2022-07-06,448,83,337.81,5
2022-07-06,449,93,475.23,5
2022-07-06,895,51,226.44,5
2022-07-06,896,54,316.44,5
2022-07-06,897,48,276.48,5
2022-07-06,898,33,139.26,5
2022-07-06,899,70,395.5,5
2022-07-06,1345,39,183.3,5
2022-07-06,1346,13,76.05,5
2022-07-06,1347,26,114.66,5
2022-07-06,1348,17,71.91,5
2022-07-06,1349,15,71.55,5
2022-07-06,1801,109,600.59,5
2022-07-06,1802,36,182.88,5
2022-07-06,1803,25,108.75,5
2022-07-06,1804,24,142.08,5
2022-07-06,1805,88,491.92,5
2022-07-07,445,20,103,5
2022-07-07,446,49,204.33,5
2022-07-07,447,73,428.51,5
2022-07-07,448,79,321.53,5
2022-07-07,449,75,383.25,5
2022-07-07,895,60,266.4,5
2022-07-07,896,48,281.28,5
2022-07-07,897,48,276.48,5
2022-07-07,898,31,130.82,5
2022-07-07,899,67,378.55,5
2022-07-07,1345,42,197.4,5
2022-07-07,1346,14,81.9,5
2022-07-07,1347,27,119.07,5
2022-07-07,1348,13,54.99,5
2022-07-07,1349,13,62.01,5
2022-07-07,1801,124,683.24,5
2022-07-07,1802,40,203.2,5
2022-07-07,1803,26,113.1,5
2022-07-07,1804,19,112.48,5
2022-07-07,1805,92,514.28,5
2022-07-08,445,17,87.55,5
2022-07-08,446,40,166.8,5
2022-07-08,447,70,410.9,5
2022-07-08,448,83,337.81,5
2022-07-08,449,87,444.57,5
2022-07-08,895,57,253.08,5
2022-07-08,896,53,310.58,5
2022-07-08,897,52,299.52,5
2022-07-08,898,38,160.36,5
2022-07-08,899,77,435.05,5
2022-07-08,1345,38,178.6,5
2022-07-08,1346,14,81.9,5
2022-07-08,1347,27,119.07,5
2022-07-08,1348,16,67.68,5
2022-07-08,1349,14,66.78,5
2022-07-08,1801,112,617.12,5
2022-07-08,1802,39,198.12,5
2022-07-08,1803,21,91.35,5
2022-07-08,1804,22,130.24,5
2022-07-08,1805,84,469.56,5
2022-07-09,445,18,92.7,5
2022-07-09,446,42,175.14,5
2022-07-09,447,97,569.39,5
2022-07-09,448,56,227.92,5
2022-07-09,449,100,511,5
2022-07-09,895,95,421.8,5
2022-07-09,896,31,181.66,5
2022-07-09,897,111,639.36,5
2022-07-09,898,13,54.86,5
2022-07-09,899,55,310.75,5
2022-07-09,1345,101,474.7,5
2022-07-09,1346,10,58.5,5
2022-07-09,1347,5,22.05,5
2022-07-09,1348,35,148.05,5
2022-07-09,1349,7,33.39,5
2022-07-09,1801,81,446.31,5
2022-07-09,1802,26,132.08,5
2022-07-09,1803,40,174,5
2022-07-09,1804,71,420.32,5
2022-07-09,1805,88,491.92,5
2022-07-10,445,17,87.55,5
2022-07-10,446,35,145.95,5
2022-07-10,447,84,493.08,5
2022-07-10,448,66,268.62,5
2022-07-10,449,118,602.98,5
2022-07-10,895,94,417.36,5
2022-07-10,896,36,210.96,5
2022-07-10,897,101,581.76,5
2022-07-10,898,10,42.2,5
2022-07-10,899,47,265.55,5
2022-07-10,1345,92,432.4,5
2022-07-10,1346,14,81.9,5
2022-07-10,1347,10,44.1,5
2022-07-10,1348,27,114.21,5
2022-07-10,1349,6,28.62,5
2022-07-10,1801,81,446.31,5
2022-07-10,1802,28,142.24,5
2022-07-10,1803,40,174,5
2022-07-10,1804,70,414.4,5
2022-07-10,1805,90,503.1,5
2022-07-11,445,19,97.85,5
2022-07-11,446,45,187.65,5
2022-07-11,447,64,375.68,5
2022-07-11,448,71,288.97,5
2022-07-11,449,92,470.12,5
2022-07-11,895,61,270.84,5
2022-07-11,896,56,328.16,5
2022-07-11,897,57,328.32,5
2022-07-11,898,39,164.58,5
2022-07-11,899,70,395.5,5
2022-07-11,1345,49,230.3,5
2022-07-11,1346,14,81.9,5
2022-07-11,1347,26,114.66,5
2022-07-11,1348,17,71.91,5
2022-07-11,1349,14,66.78,5
2022-07-11,1801,124,683.24,5
2022-07-11,1802,31,157.48,5
2022-07-11,1803,20,87,5
2022-07-11,1804,24,142.08,5
2022-07-11,1805,91,508.69,5
2022-07-12,445,18,92.7,5
2022-07-12,446,40,166.8,5
2022-07-12,447,77,451.99,5
2022-07-12,448,73,297.11,5
2022-07-12,449,88,449.68,5
2022-07-12,895,48,213.12,5
2022-07-12,896,53,310.58,5
2022-07-12,897,55,316.8,5
2022-07-12,898,37,156.14,5
2022-07-12,899,69,389.85,5
2022-07-12,1345,49,230.3,5
2022-07-12,1346,18,105.3,5
2022-07-12,1347,25,110.25,5
2022-07-12,1348,16,67.68,5
2022-07-12,1349,14,66.78,5
2022-07-12,1801,119,655.69,5
2022-07-12,1802,40,203.2,5
2022-07-12,1803,22,95.7,5
2022-07-12,1804,22,130.24,5
2022-07-12,1805,81,452.79,5
2022-07-13,445,18,92.7,5
2022-07-13,446,43,179.31,5
2022-07-13,447,74,434.38,5
2022-07-13,448,75,305.25,5
2022-07-13,449,91,465.01,5
2022-07-13,895,51,226.44,5
2022-07-13,896,52,304.72,5
2022-07-13,897,62,357.12,5
2022-07-13,898,36,151.92,5
2022-07-13,899,65,367.25,5
2022-07-13,1345,44,206.8,5
2022-07-13,1346,14,81.9,5
2022-07-13,1347,25,110.25,5
2022-07-13,1348,21,88.83,5
2022-07-13,1349,14,66.78,5
2022-07-13,1801,104,573.04,5
2022-07-13,1802,33,167.64,5
2022-07-13,1803,26,113.1,5
2022-07-13,1804,20,118.4,5
2022-07-13,1805,87,486.33,5
2022-07-14,445,19,97.85,5
2022-07-14,446,37,154.29,5
2022-07-14,447,71,416.77,5
2022-07-14,448,86,350.02,5
2022-07-14,449,85,434.35,5
2022-07-14,895,50,222,5
2022-07-14,896,52,304.72,5
2022-07-14,897,59,339.84,5
2022-07-14,898,33,139.26,5
2022-07-14,899,71,401.15,5
2022-07-14,1345,44,206.8,5
2022-07-14,1346,16,93.6,5
2022-07-14,1347,25,110.25,5
2022-07-14,1348,12,50.76,5
2022-07-14,1349,14,66.78,5
2022-07-14,1801,121,666.71,5
2022-07-14,1802,39,198.12,5
2022-07-14,1803,24,104.4,5
2022-07-14,1804,25,148,5
2022-07-14,1805,90,503.1,5
2022-07-15,445,19,97.85,5
2022-07-15,446,40,166.8,5
2022-07-15,447,69,405.03,5
2022-07-15,448,80,325.6,5
2022-07-15,449,94,480.34,5
2022-07-15,895,49,217.56,5
2022-07-15,896,49,287.14,5
2022-07-15,897,56,322.56,5
2022-07-15,898,38,160.36,5
2022-07-15,899,70,395.5,5
2022-07-15,1345,34,159.8,5
2022-07-15,1346,16,93.6,5
2022-07-15,1347,26,114.66,5
2022-07-15,1348,16,67.68,5
2022-07-15,1349,13,62.01,5
2022-07-15,1801,115,633.65,5
2022-07-15,1802,38,193.04,5
2022-07-15,1803,24,104.4,5
2022-07-15,1804,26,153.92,5
2022-07-15,1805,89,497.51,5
2022-07-16,445,15,77.25,5
2022-07-16,446,40,166.8,5
2022-07-16,447,97,569.39,5
