employer_id,month_year,average_hourly_rate,turnover,noOfJobs
432,10,24.09438314,20638.37394,6
432,11,24.09438314,20349.10768,6
432,12,24.09438314,18740.34526,6
432,13,24.09438314,21283.00702,6
432,14,24.09438314,18622.70992,6
432,15,24.09438314,15813.61678,6
433,1,11.82935948,2378.73682,2
433,2,11.82935948,2012.319725,2
433,3,11.82935948,2072.931765,2
433,4,11.82935948,2085.054173,2
433,5,11.82935948,2000.197317,2
433,6,11.82935948,2157.78862,2
433,7,11.82935948,2072.931765,2
433,8,11.82935948,1963.830093,2
433,9,11.82935948,2072.931765,2
433,10,11.82935948,2121.421397,2
433,11,11.82935948,2109.298989,2
433,12,11.82935948,1891.095645,2
433,13,11.82935948,2218.40066,2
433,14,11.82935948,1927.462869,2
433,15,11.82935948,1575.913037,2
434,1,15.32244366,16726.16342,8
434,2,15.32244366,15107.30043,8
434,3,15.32244366,15692.80229,8
434,4,15.32244366,15726.90156,8
434,5,15.32244366,15178.81392,8
434,6,15.32244366,16328.7652,8
434,7,15.32244366,15404.84098,8
434,8,15.32244366,15153.88246,8
434,9,15.32244366,15603.27249,8
434,10,15.32244366,15550.60056,8
434,11,15.32244366,15796.29963,8
434,12,15.32244366,14334.74547,8
434,13,15.32244366,16223.85862,8
434,14,15.32244366,14542.51201,8
434,15,15.32244366,11836.95174,8
435,1,12.76343694,11798.45048,7
435,2,12.76343694,11267.43517,7
435,3,12.76343694,11770.42012,7
435,4,12.76343694,11597.01834,7
435,5,12.76343694,11055.99922,7
435,6,12.76343694,12094.49941,7
435,7,12.76343694,11347.40592,7
435,8,12.76343694,11242.1876,7
435,9,12.76343694,11520.73235,7
435,10,12.76343694,11597.15982,7
435,11,12.76343694,11681.52347,7
435,12,12.76343694,10588.02598,7
435,13,12.76343694,11981.95369,7
435,14,12.76343694,10590.197,7
435,15,12.76343694,8882.938876,7
436,1,24.30285676,19353.51893,6
436,2,24.30285676,18099.93587,6
436,3,24.30285676,18529.94165,6
436,4,24.30285676,18634.42353,6
436,5,24.30285676,17853.15094,6
436,6,24.30285676,19380.12157,6
436,7,24.30285676,18481.31039,6
436,8,24.30285676,17764.90802,6
436,9,24.30285676,18806.46866,6
436,10,24.30285676,18888.83628,6
436,11,24.30285676,18481.26757,6
436,12,24.30285676,16882.29299,6
436,13,24.30285676,19659.74519,6
436,14,24.30285676,17183.54165,6
436,15,24.30285676,14237.67784,6
437,1,21.48453428,30646.02668,9
437,2,21.48453428,28810.67122,9
437,3,21.48453428,29715.89153,9
437,4,21.48453428,29652.57187,9
437,5,21.48453428,28556.72131,9
437,6,21.48453428,31070.29737,9
437,7,21.48453428,29274.30587,9
437,8,21.48453428,29462.17777,9
437,9,21.48453428,29361.19584,9
437,10,21.48453428,30203.60661,9
437,11,21.48453428,30266.87231,9
437,12,21.48453428,27140.13899,9
437,13,21.48453428,30899.90738,9
437,14,21.48453428,27835.50188,9
437,15,21.48453428,22898.35426,9
438,1,17.61943128,18740.46138,8
438,2,17.61943128,17138.69521,8
438,3,17.61943128,17812.83267,8
438,4,17.61943128,17856.46219,8
438,5,17.61943128,16618.73201,8
438,6,17.61943128,18586.65017,8
438,7,17.61943128,17360.09787,8
438,8,17.61943128,16936.38119,8
438,9,17.61943128,17828.50275,8
438,10,17.61943128,17850.25846,8
438,11,17.61943128,17705.31301,8
438,12,17.61943128,16169.24657,8
438,13,17.61943128,18405.79075,8
438,14,17.61943128,15916.59104,8
438,15,17.61943128,13678.55674,8
439,1,23.41524993,27455.84777,7
439,2,23.41524993,25325.59125,7
439,3,23.41524993,26160.69338,7
439,4,23.41524993,26261.68548,7
439,5,23.41524993,25302.99489,7
439,6,23.41524993,27134.41804,7
439,7,23.41524993,25929.10283,7
439,8,23.41524993,25470.78694,7
439,9,23.41524993,26134.21306,7
439,10,23.41524993,26466.49708,7
439,11,23.41524993,26320.99457,7
439,12,23.41524993,23792.71821,7
439,13,23.41524993,27678.61355,7
439,14,23.41524993,24072.3603,7
439,15,23.41524993,19904.92553,7
440,1,18.00709523,19339.50988,8
440,2,18.00709523,17746.77214,8
440,3,18.00709523,18360.72493,8
440,4,18.00709523,18482.33565,8
440,5,18.00709523,17323.8115,8
440,6,18.00709523,19390.66452,8
440,7,18.00709523,18351.95887,8
440,8,18.00709523,17699.30898,8
440,9,18.00709523,18375.18887,8
440,10,18.00709523,18609.9528,8
440,11,18.00709523,18391.51642,8
440,12,18.00709523,16743.78968,8
440,13,18.00709523,19209.09745,8
440,14,18.00709523,16905.9611,8
440,15,18.00709523,14334.40275,8
441,1,21.57957431,22811.96766,7
441,2,21.57957431,21187.2626,7
441,3,21.57957431,21828.06065,7
441,4,21.57957431,21755.55332,7
441,5,21.57957431,20868.3356,7
441,6,21.57957431,22916.82504,7
441,7,21.57957431,21574.17653,7
441,8,21.57957431,21166.55488,7
441,9,21.57957431,21994.5572,7
441,10,21.57957431,22075.79484,7
441,11,21.57957431,22000.63095,7
441,12,21.57957431,19932.78555,7
441,13,21.57957431,22778.46787,7
441,14,21.57957431,20359.79955,7
441,15,21.57957431,16907.40799,7
829,1,32.23057013,10071.92753,2
829,2,32.23057013,8986.088141,2
829,3,32.23057013,9421.777263,2
829,4,32.23057013,9476.238404,2
829,5,32.23057013,8768.24358,2
829,6,32.23057013,9803.005245,2
829,7,32.23057013,9476.238404,2
829,8,32.23057013,8877.165861,2
829,9,32.23057013,9421.777263,2
829,10,32.23057013,9421.777263,2
829,11,32.23057013,9585.160684,2
829,12,32.23057013,8550.399019,2
829,13,32.23057013,9694.082965,2
829,14,32.23057013,8659.3213,2
829,15,32.23057013,7134.409373,2
830,1,21.45941268,19653.71957,6
830,2,21.45941268,18071.73845,6
830,3,21.45941268,18617.83822,6
830,4,21.45941268,18757.79729,6
830,5,21.45941268,17591.65835,6
830,6,21.45941268,19410.33615,6
830,7,21.45941268,18706.11389,6
830,8,21.45941268,17587.34653,6
830,9,21.45941268,18674.91129,6
830,10,21.45941268,18964.85387,6
830,11,21.45941268,18884.81001,6
830,12,21.45941268,16984.17369,6
830,13,21.45941268,19464.014,6
830,14,21.45941268,17258.75971,6
830,15,21.45941268,14156.50531,6
831,1,18.35522242,15731.25759,7
831,2,18.35522242,14467.52126,7
831,3,18.35522242,14953.33497,7
831,4,18.35522242,14883.70839,7
831,5,18.35522242,14416.08099,7
831,6,18.35522242,15474.05375,7
831,7,18.35522242,14814.4749,7
831,8,18.35522242,14711.044,7
831,9,18.35522242,14762.64155,7
831,10,18.35522242,15059.25567,7
831,11,18.35522242,15196.72668,7
831,12,18.35522242,13565.38938,7
831,13,18.35522242,15664.22306,7
831,14,18.35522242,13825.86667,7
831,15,18.35522242,11568.04718,7
832,1,11.12019412,80,3
833,1,17.22002048,10671.54897,4
833,2,17.22002048,9788.347744,4
833,3,17.22002048,10127.37409,4
833,4,17.22002048,10186.25417,4
833,5,17.22002048,9431.36103,4
833,6,17.22002048,10608.96267,4
833,7,17.22002048,9784.641522,4
833,8,17.22002048,9622.255424,4
833,9,17.22002048,10127.37409,4
833,10,17.22002048,10318.26848,4
833,11,17.22002048,10020.16185,4
833,12,17.22002048,9230.287257,4
833,13,17.22002048,10477.3169,4
833,14,17.22002048,9251.23751,4
833,15,17.22002048,7782.718737,4
834,1,19.24075751,13269.32069,7
834,2,19.24075751,12054.69804,7
834,3,19.24075751,12552.64683,7
834,4,19.24075751,12625.55518,7
834,5,19.24075751,12040.73852,7
834,6,19.24075751,13063.00532,7
834,7,19.24075751,12478.18866,7
834,8,19.24075751,11823.56327,7
834,9,19.24075751,12552.64683,7
834,10,19.24075751,12672.09433,7
834,11,19.24075751,12745.00269,7
834,12,19.24075751,11446.6118,7
834,13,19.24075751,13340.67923,7
834,14,19.24075751,11517.97034,7
834,15,19.24075751,9550.994561,7
835,1,10.76764548,196.0999462,2
836,1,13.38123598,5527.721423,3
836,2,13.38123598,5014.782516,3
836,3,13.38123598,5223.151191,3
836,4,13.38123598,5206.57176,3
836,5,13.38123598,4872.353692,3
836,6,13.38123598,5472.59057,3
836,7,13.38123598,5141.009783,3
836,8,13.38123598,4992.928523,3
836,9,13.38123598,5283.438607,3
836,10,13.38123598,5212.224195,3
836,11,13.38123598,5165.501056,3
836,12,13.38123598,4822.993272,3
836,13,13.38123598,5373.869731,3
836,14,13.38123598,4760.068575,3
836,15,13.38123598,4039.256865,3
837,1,16.84293821,20407.27926,8
837,2,16.84293821,19091.54252,8
837,3,16.84293821,19619.4631,8
837,4,16.84293821,19824.45683,8
837,5,16.84293821,19200.47916,8
837,6,16.84293821,20860.84057,8
837,7,16.84293821,19578.47128,8
837,8,16.84293821,19397.4193,8
837,9,16.84293821,19702.70444,8
837,10,16.84293821,19848.07068,8
837,11,16.84293821,19759.82515,8
837,12,16.84293821,17986.44465,8
837,13,16.84293821,20731.78171,8
837,14,16.84293821,18227.06474,8
837,15,16.84293821,15373.1523,8
838,1,11.97977217,9613.601966,6
838,2,11.97977217,8595.978328,6
838,3,11.97977217,8694.447116,6
838,4,11.97977217,8800.879616,6
838,5,11.97977217,8516.733754,6
838,6,11.97977217,9134.85998,6
838,7,11.97977217,8734.311646,6
838,8,11.97977217,8480.066386,6
838,9,11.97977217,8792.580034,6
838,10,11.97977217,8964.685899,6
838,11,11.97977217,8748.099905,6
838,12,11.97977217,7984.435784,6
838,13,11.97977217,9308.61471,6
838,14,11.97977217,8156.407347,6
838,15,11.97977217,6761.722407,6
839,1,12.25165891,3353.044903,4
839,2,12.25165891,2917.945369,4
839,3,12.25165891,3023.413274,4
839,4,12.25165891,3040.991258,4
839,5,12.25165891,2882.789401,4
839,6,12.25165891,3234.349084,4
839,7,12.25165891,2988.257306,4
839,8,12.25165891,2935.523353,4
839,9,12.25165891,3023.413274,4
839,10,12.25165891,3076.147226,4
839,11,12.25165891,3058.569242,4
839,12,12.25165891,2742.165527,4
839,13,12.25165891,3181.615131,4
839,14,12.25165891,2742.165527,4
839,15,12.25165891,2390.605844,4
840,1,13.26554697,8163.023503,7
840,2,13.26554697,7516.703823,7
840,3,13.26554697,7710.21002,7
840,4,13.26554697,7788.391913,7
840,5,13.26554697,7246.819939,7
840,6,13.26554697,8060.080003,7
840,7,13.26554697,7788.391913,7
840,8,13.26554697,7318.336316,7
840,9,13.26554697,7743.110564,7
840,10,13.26554697,7891.335413,7
840,11,13.26554697,7908.577527,7
840,12,13.26554697,7063.890339,7
840,13,13.26554697,8049.503406,7
840,14,13.26554697,7199.734384,7
840,15,13.26554697,5886.575283,7
841,1,15.33936448,16545.10841,9
841,2,15.33936448,15006.06281,9
841,3,15.33936448,15706.70495,9
841,4,15.33936448,15737.4959,9
841,5,15.33936448,14877.29028,9
841,6,15.33936448,16623.44609,9
841,7,15.33936448,15486.03573,9
841,8,15.33936448,15077.26952,9
841,9,15.33936448,15754.69597,9
841,10,15.33936448,15827.50234,9
841,11,15.33936448,15716.0886,9
841,12,15.33936448,14231.40441,9
841,13,15.33936448,16463.55194,9
841,14,15.33936448,14371.65966,9
841,15,15.33936448,12220.01428,9
842,1,12.45198649,7080.833483,4
842,2,12.45198649,6746.346517,4
842,3,12.45198649,6722.561969,4
842,4,12.45198649,6817.66091,4
842,5,12.45198649,6564.450136,4
842,6,12.45198649,6973.572094,4
842,7,12.45198649,6914.42015,4
842,8,12.45198649,6642.405728,4
842,9,12.45198649,6750.207466,4
842,10,12.45198649,7063.149785,4
842,11,12.45198649,6701.557672,4
842,12,12.45198649,6222.734233,4
842,13,12.45198649,7005.070404,4
842,14,12.45198649,6521.853803,4
842,15,12.45198649,5160.082141,4
843,1,24.18869285,27556.34923,8
843,2,24.18869285,24989.5531,8
843,3,24.18869285,26128.442,8
843,4,24.18869285,26024.26514,8
843,5,24.18869285,24808.88013,8
843,6,24.18869285,27490.60676,8
843,7,24.18869285,25662.24373,8
843,8,24.18869285,24971.34413,8
843,9,24.18869285,26128.442,8
843,10,24.18869285,26149.47315,8
843,11,24.18869285,26231.68818,8
843,12,24.18869285,23569.63704,8
843,13,24.18869285,27470.93127,8
843,14,24.18869285,23616.74279,8
843,15,24.18869285,20255.85661,8
844,1,20.80294517,7611.043796,3
844,2,20.80294517,6650.107806,3
844,3,20.80294517,7017.291673,3
844,4,20.80294517,7098.888088,3
844,5,20.80294517,6731.704221,3
844,6,20.80294517,7343.677332,3
844,7,20.80294517,6976.493465,3
844,8,20.80294517,6813.300636,3
844,9,20.80294517,7058.08988,3
844,10,20.80294517,6894.897051,3
844,11,20.80294517,7098.888088,3
844,12,20.80294517,6405.318562,3
844,13,20.80294517,7425.273747,3
844,14,20.80294517,6405.318562,3
844,15,20.80294517,5548.556206,3
845,1,12.82388583,10866.74955,7
845,2,12.82388583,9907.264461,7
845,3,12.82388583,10458.19244,7
845,4,12.82388583,10257.60586,7
845,5,12.82388583,9962.966429,7
845,6,12.82388583,10813.96051,7
845,7,12.82388583,10052.76062,7
845,8,12.82388583,10012.33643,7
845,9,12.82388583,10370.54918,7
845,10,12.82388583,10329.79681,7
845,11,12.82388583,10453.47763,7
845,12,12.82388583,9401.494378,7
845,13,12.82388583,10656.16497,7
845,14,12.82388583,9551.237267,7
845,15,12.82388583,7945.134877,7
846,1,13.4253934,3193.141622,2
846,2,13.4253934,2797.230607,2
846,3,13.4253934,2948.887688,2
846,4,13.4253934,2965.738475,2
846,5,13.4253934,2729.82746,2
846,6,13.4253934,3083.693983,2
846,7,13.4253934,2965.738475,2
846,8,13.4253934,2797.230607,2
846,9,13.4253934,2965.738475,2
846,10,13.4253934,2932.036901,2
846,11,13.4253934,2881.484541,2
846,12,13.4253934,2696.125886,2
846,13,13.4253934,3033.141622,2
846,14,13.4253934,2679.2751,2
846,15,13.4253934,2258.00543,2
847,1,16.58019226,17117.31752,7
847,2,16.58019226,16114.36057,7
847,3,16.58019226,16545.83884,7
847,4,16.58019226,16442.5731,7
847,5,16.58019226,15793.42356,7
847,6,16.58019226,17180.89556,7
847,7,16.58019226,16010.36985,7
847,8,16.58019226,16094.45199,7
847,9,16.58019226,16489.77979,7
847,10,16.58019226,16810.73552,7
847,11,16.58019226,16419.14354,7
847,12,16.58019226,15078.24133,7
847,13,16.58019226,17014.60633,7
847,14,16.58019226,15400.13994,7
847,15,16.58019226,12636.5471,7
848,1,40.85716722,14728.5802,2
848,2,40.85716722,12464.57952,2
848,3,40.85716722,12550.00853,2
848,4,40.85716722,12334.86552,2
848,5,40.85716722,11617.72218,2
848,6,40.85716722,13123.7232,2
848,7,40.85716722,12048.00818,2
848,8,40.85716722,11904.57952,2
848,9,40.85716722,12621.72286,2
848,10,40.85716722,12478.29419,2
848,11,40.85716722,12263.15119,2
848,12,40.85716722,11187.43617,2
848,13,40.85716722,12908.5802,2
848,14,40.85716722,11402.57917,2
848,15,40.85716722,9609.720814,2
849,1,16.72242882,7270.602709,4
849,2,16.72242882,6481.663825,4
849,3,16.72242882,6745.21454,4
849,4,16.72242882,6796.947547,4
849,5,16.72242882,6497.447057,4
849,6,16.72242882,7107.345588,4
849,7,16.72242882,6732.688429,4
849,8,16.72242882,6440.828369,4
849,9,16.72242882,6757.740652,4
849,10,16.72242882,6768.638203,4
849,11,16.72242882,6823.628331,4
849,12,16.72242882,6169.637223,4
849,13,16.72242882,7176.490388,4
849,14,16.72242882,6153.853991,4
849,15,16.72242882,5225.414617,4
850,1,30.701455,26048.99049,5
850,2,30.701455,23896.38136,5
850,3,30.701455,24716.44001,5
850,4,30.701455,24873.16152,5
850,5,30.701455,23080.554,5
850,6,30.701455,25875.94799,5
850,7,30.701455,24284.03419,5
850,8,30.701455,23492.44364,5
850,9,30.701455,24729.65425,5
850,10,30.701455,24509.51146,5
850,11,30.701455,24547.88263,5
850,12,30.701455,22563.83089,5
850,13,30.701455,25563.08276,5
850,14,30.701455,22344.2659,5
850,15,30.701455,18974.38455,5
851,1,19.04931002,13726.15669,5
851,2,19.04931002,12121.15835,5
851,3,19.04931002,12675.87462,5
851,4,19.04931002,12692.63678,5
851,5,19.04931002,11868.46649,5
851,6,19.04931002,13216.41701,5
851,7,19.04931002,12349.92599,5
851,8,19.04931002,12057.23378,5
851,9,19.04931002,12689.98153,5
851,10,19.04931002,12779.93348,5
851,11,19.04931002,12496.43953,5
851,12,19.04931002,11476.69104,5
851,13,19.04931002,13140.97381,5
851,14,19.04931002,11667.91266,5
851,15,19.04931002,9715.160314,5
852,1,17.61449834,16798.29031,7
852,2,17.61449834,15547.57313,7
852,3,17.61449834,16071.81826,7
852,4,17.61449834,16034.63506,7
852,5,17.61449834,15217.14685,7
852,6,17.61449834,16626.15981,7
852,7,17.61449834,15983.7258,7
852,8,17.61449834,15319.4692,7
852,9,17.61449834,15908.89347,7
852,10,17.61449834,16284.08642,7
852,11,17.61449834,16377.24305,7
852,12,17.61449834,14625.59133,7
852,13,17.61449834,16616.99409,7
852,14,17.61449834,14767.89123,7
852,15,17.61449834,12177.64188,7
853,1,19.42729641,15074.70277,6
853,2,19.42729641,14576.69623,6
853,3,19.42729641,14900.73677,6
853,4,19.42729641,14921.02679,6
853,5,19.42729641,14595.2989,6
853,6,19.42729641,15407.49887,6
853,7,19.42729641,15048.81604,6
853,8,19.42729641,14665.2261,6
853,9,19.42729641,14621.19765,6
853,10,19.42729641,15260.16273,6
853,11,19.42729641,15155.2928,6
853,12,19.42729641,13667.59702,6
853,13,19.42729641,15637.08721,6
853,14,19.42729641,14085.55965,6
853,15,19.42729641,11332.36668,6
854,1,18.09228599,11088.3571,4
854,2,18.09228599,10123.89869,4
854,3,18.09228599,10624.42133,4
854,4,18.09228599,10599.78863,4
854,5,18.09228599,9968.973711,4
854,6,18.09228599,11072.51721,4
854,7,18.09228599,10349.29709,4
854,8,18.09228599,10060.88477,4
854,9,18.09228599,10624.42133,4
854,10,18.09228599,10680.23966,4
854,11,18.09228599,10524.59032,4
854,12,18.09228599,9575.477662,4
854,13,18.09228599,11013.15879,4
854,14,18.09228599,9624.594553,4
854,15,18.09228599,8120.507925,4
855,1,19.93850802,21693.0975,7
855,2,19.93850802,19983.54998,7
855,3,19.93850802,20548.88981,7
855,4,19.93850802,20714.9754,7
855,5,19.93850802,19804.91303,7
855,6,19.93850802,21635.35862,7
855,7,19.93850802,20134.20247,7
855,8,19.93850802,19958.58201,7
855,9,19.93850802,20702.98854,7
855,10,19.93850802,20323.64032,7
855,11,19.93850802,20677.49224,7
855,12,19.93850802,18846.85058,7
855,13,19.93850802,21542.01625,7
855,14,19.93850802,18880.81189,7
855,15,19.93850802,15959.01025,7
856,1,18.52612987,16557.55709,7
856,2,18.52612987,14551.54644,7
856,3,18.52612987,15523.18416,7
856,4,18.52612987,15539.15429,7
856,5,18.52612987,14785.2738,7
856,6,18.52612987,16152.58353,7
856,7,18.52612987,15279.42605,7
856,8,18.52612987,15069.94854,7
856,9,18.52612987,15525.78623,7
856,10,18.52612987,15130.03703,7
856,11,18.52612987,15667.33045,7
856,12,18.52612987,14093.10668,7
856,13,18.52612987,16165.913,7
856,14,18.52612987,14221.28285,7
856,15,18.52612987,12082.7104,7
857,1,18.26477977,19025.968,8
857,2,18.26477977,18415.2656,8
857,3,18.26477977,18344.28224,8
857,4,18.26477977,18440.33591,8
857,5,18.26477977,18270.61364,8
857,6,18.26477977,18946.59283,8
857,7,18.26477977,18427.38637,8
857,8,18.26477977,18402.48432,8
857,9,18.26477977,18242.5425,8
857,10,18.26477977,19175.5686,8
857,11,18.26477977,18397.58674,8
857,12,18.26477977,16881.09551,8
857,13,18.26477977,19193.60226,8
857,14,18.26477977,17720.4184,8
857,15,18.26477977,13999.68481,8
858,1,10.01522248,0,2
859,1,19.59205263,19050.44286,6
859,2,19.59205263,18074.77471,6
859,3,19.59205263,18402.91336,6
859,4,19.59205263,18435.68021,6
859,5,19.59205263,17754.72613,6
859,6,19.59205263,19130.12528,6
859,7,19.59205263,18563.82273,6
859,8,19.59205263,17855.95262,6
859,9,19.59205263,18254.43113,6
859,10,19.59205263,18940.50781,6
859,11,19.59205263,18504.32468,6
859,12,19.59205263,16837.6711,6
859,13,19.59205263,19253.8018,6
859,14,19.59205263,17253.52631,6
859,15,19.59205263,14041.31089,6
860,1,12.26517829,2420.467017,5
860,2,12.26517829,2073.135496,5
860,3,12.26517829,2135.579337,5
860,4,12.26517829,2148.068105,5
860,5,12.26517829,1973.225352,5
860,6,12.26517829,2223.000713,5
860,7,12.26517829,2148.068105,5
860,8,12.26517829,2023.180424,5
860,9,12.26517829,2135.579337,5
860,10,12.26517829,2185.534409,5
860,11,12.26517829,2185.534409,5
860,12,12.26517829,1948.247816,5
860,13,12.26517829,2185.534409,5
860,14,12.26517829,1985.71412,5
860,15,12.26517829,1623.539846,5
861,1,13.71930189,7179.19446,5
861,2,13.71930189,6373.441558,5
861,3,13.71930189,6667.292089,5
861,4,13.71930189,6627.185853,5
861,5,13.71930189,6296.653105,5
861,6,13.71930189,7064.53763,5
861,7,13.71930189,6527.018463,5
861,8,13.71930189,6426.851072,5
861,9,13.71930189,6588.791627,5
861,10,13.71930189,6610.458554,5
861,11,13.71930189,6642.201141,5
861,12,13.71930189,5989.499295,5
861,13,13.71930189,6987.749178,5
861,14,13.71930189,6034.54516,5
861,15,13.71930189,5198.235832,5
862,1,12.24481948,5130.718064,4
862,2,12.24481948,6234.342251,4
862,3,12.24481948,6704.435802,4
862,4,12.24481948,6656.985115,4
862,5,12.24481948,6556.6745,4
862,6,12.24481948,6989.637886,4
862,7,12.24481948,6592.995962,4
862,8,12.24481948,6515.713091,4
862,9,12.24481948,6704.435802,4
862,10,12.24481948,6720.02747,4
862,11,12.24481948,6746.975209,4
862,12,12.24481948,6156.788047,4
862,13,12.24481948,7048.400159,4
862,14,12.24481948,6234.115404,4
862,15,12.24481948,5169.599095,4
863,1,18.02897062,13926.88861,5
863,2,18.02897062,12795.83248,5
863,3,18.02897062,13175.45873,5
863,4,18.02897062,13274.07545,5
863,5,18.02897062,12261.92778,5
863,6,18.02897062,13820.78099,5
863,7,18.02897062,13222.72851,5
863,8,18.02897062,12534.69202,5
863,9,18.02897062,13197.22089,5
863,10,18.02897062,13359.32196,5
863,11,18.02897062,13453.29216,5
863,12,18.02897062,12044.4026,5
863,13,18.02897062,13788.3787,5
863,14,18.02897062,12206.50367,5
863,15,18.02897062,10114.64682,5
864,1,31.96802396,17454.54108,3
864,2,31.96802396,15776.60103,3
864,3,31.96802396,16519.28578,3
864,4,31.96802396,16687.30851,3
864,5,31.96802396,15535.69723,3
864,6,31.96802396,17357.8746,3
864,7,31.96802396,16567.61902,3
864,8,31.96802396,15751.29079,3
864,9,31.96802396,16591.40444,3
864,10,31.96802396,16496.26278,3
864,11,31.96802396,16831.54582,3
864,12,31.96802396,15056.93929,3
864,13,31.96802396,17166.06645,3
864,14,31.96802396,15201.1766,3
864,15,31.96802396,12682.36049,3
865,1,23.04358586,27920.20655,8
865,2,23.04358586,25311.1162,8
865,3,23.04358586,25864.00007,8
865,4,23.04358586,26101.03323,8
865,5,23.04358586,24619.93645,8
865,6,23.04358586,26804.75686,8
865,7,23.04358586,25255.60675,8
865,8,23.04358586,24852.77156,8
865,9,23.04358586,25962.48355,8
865,10,23.04358586,26561.86104,8
865,11,23.04358586,25536.34322,8
865,12,23.04358586,23717.29339,8
865,13,23.04358586,27022.94264,8
865,14,23.04358586,23590.76262,8
865,15,23.04358586,19621.65554,8
866,1,39.31366187,13390.48674,2
866,2,39.31366187,13052.13574,2
866,3,39.31366187,13385.53113,2
866,4,39.31366187,13602.52701,2
866,5,39.31366187,13541.84945,2
866,6,39.31366187,13612.43822,2
866,7,39.31366187,12978.46402,2
866,8,39.31366187,13842.42826,2
866,9,39.31366187,12932.65328,2
866,10,39.31366187,13704.0597,2
866,11,39.31366187,12955.55865,2
866,12,39.31366187,12279.79299,2
866,13,39.31366187,13455.18357,2
866,14,39.31366187,13365.70871,2
866,15,39.31366187,9773.629843,2
867,1,19.52841175,24568.77784,9
867,2,19.52841175,22105.37578,9
867,3,19.52841175,23257.52236,9
867,4,19.52841175,23233.00594,9
867,5,19.52841175,21923.43721,9
867,6,19.52841175,24466.94497,9
867,7,19.52841175,22907.5228,9
867,8,19.52841175,22327.68581,9
867,9,19.52841175,23328.04349,9
867,10,19.52841175,22896.80432,9
867,11,19.52841175,23105.18046,9
867,12,19.52841175,21018.9933,9
867,13,19.52841175,24248.09887,9
867,14,19.52841175,21032.92718,9
867,15,19.52841175,17962.04016,9
868,1,17.0259185,22008.63175,9
868,2,17.0259185,20675.24484,9
868,3,17.0259185,20872.70594,9
868,4,17.0259185,21017.3688,9
868,5,17.0259185,20128.57387,9
868,6,17.0259185,21575.24129,9
868,7,17.0259185,20701.40665,9
868,8,17.0259185,20344.91564,9
868,9,17.0259185,20879.84078,9
868,10,17.0259185,21641.51218,9
868,11,17.0259185,20962.24854,9
868,12,17.0259185,19203.31498,9
868,13,17.0259185,21668.10269,9
868,14,17.0259185,20016.79777,9
868,15,17.0259185,15813.82611,9
869,1,15.95815527,14980.78999,7
869,2,15.95815527,13467.95465,7
869,3,15.95815527,14068.11197,7
869,4,15.95815527,14167.1333,7
869,5,15.95815527,13288.40084,7
869,6,15.95815527,14832.76323,7
869,7,15.95815527,13793.13638,7
869,8,15.95815527,13516.20786,7
869,9,15.95815527,14085.42621,7
869,10,15.95815527,14092.24925,7
869,11,15.95815527,14023.76462,7
869,12,15.95815527,12842.50566,7
869,13,15.95815527,14706.09505,7
869,14,15.95815527,12892.80776,7
869,15,15.95815527,10947.56905,7
870,1,23.34970488,19413.23744,5
870,2,23.34970488,17812.00957,5
870,3,23.34970488,18372.87881,5
870,4,23.34970488,18479.62734,5
870,5,23.34970488,17102.23865,5
870,6,23.34970488,19120.11848,5
870,7,23.34970488,17827.65809,5
870,8,23.34970488,17320.21359,5
870,9,23.34970488,18372.87881,5
870,10,23.34970488,18730.62566,5
870,11,23.34970488,18130.46466,5
870,12,23.34970488,16771.65095,5
870,13,23.34970488,19011.57948,5
870,14,23.34970488,16534.22219,5
870,15,23.34970488,13996.18931,5
871,1,16.69093293,18952.87504,9
871,2,16.69093293,17268.67687,9
871,3,16.69093293,18035.83931,9
871,4,16.69093293,18009.94244,9
871,5,16.69093293,17403.28702,9
871,6,16.69093293,18664.99916,9
871,7,16.69093293,17711.35304,9
871,8,16.69093293,17325.23903,9
871,9,16.69093293,18004.9577,9
871,10,16.69093293,18061.24818,9
871,11,16.69093293,18125.72096,9
871,12,16.69093293,16297.3884,9
871,13,16.69093293,18700.98286,9
871,14,16.69093293,16838.52799,9
871,15,16.69093293,13648.30005,9
872,1,16.08368551,9715.511044,4
872,2,16.08368551,8863.083891,4
872,3,16.08368551,9206.202067,4
872,4,16.08368551,9273.920083,4
872,5,16.08368551,8716.689001,4
872,6,16.08368551,9594.670673,4
872,7,16.08368551,9159.843406,4
872,8,16.08368551,8699.800843,4
872,9,16.08368551,9206.202067,4
872,10,16.08368551,9204.857759,4
872,11,16.08368551,9294.943361,4
872,12,16.08368551,8404.325593,4
872,13,16.08368551,9611.222753,4
872,14,16.08368551,8400.073532,4
872,15,16.08368551,7014.406371,4
873,1,24.36875339,30675.64123,8
873,2,24.36875339,28139.27592,8
873,3,24.36875339,29431.69372,8
873,4,24.36875339,29562.13233,8
873,5,24.36875339,28335.89904,8
873,6,24.36875339,30673.46636,8
873,7,24.36875339,28977.35439,8
873,8,24.36875339,28780.79478,8
873,9,24.36875339,29281.3729,8
873,10,24.36875339,29059.61097,8
873,11,24.36875339,29559.63268,8
873,12,24.36875339,26822.76187,8
873,13,24.36875339,30834.53179,8
873,14,24.36875339,27010.57218,8
873,15,24.36875339,22862.1468,8
874,1,23.3194175,25397.77851,6
874,2,23.3194175,23299.03094,6
874,3,23.3194175,24160.21778,6
